record_id,current_human_check_status,gpt_check_note,gpt_check_status,note_source
KB2025-040-006,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0040 pageQ=184/pageA=185.,done,stale_gpt_review
KB2025-041-001,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0041 pageQ=186/pageA=187.,done,stale_gpt_review
KB2025-041-002,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0041 pageQ=186/pageA=187.,done,stale_gpt_review
KB2025-041-003,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0041 pageQ=186/pageA=187.,done,stale_gpt_review
KB2025-041-004,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0041 pageQ=186/pageA=187.,done,stale_gpt_review
KB2025-041-005,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0041 pageQ=186/pageA=187.,done,stale_gpt_review
KB2025-041-006,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0041 pageQ=186/pageA=187.,done,stale_gpt_review
KB2025-041-007,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0041 pageQ=186/pageA=187.,done,stale_gpt_review
KB2025-042-001,pending,危険類型: Q文逆推測補完 / OCR誤記 / 限定語欠落. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 限定語（必ず／直ちに／あらかじめ／原則として／ただし／一律に 等）の有無を確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0042 pageQ=188/pageA=189.,done,stale_gpt_review
KB2025-042-002,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0042 pageQ=188/pageA=189.,done,stale_gpt_review
KB2025-042-004,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0042 pageQ=188/pageA=189.,done,stale_gpt_review
KB2025-042-005,pending,危険類型: Q文逆推測補完 / OCR誤記 / 限定語欠落. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 限定語（必ず／直ちに／あらかじめ／原則として／ただし／一律に 等）の有無を確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0042 pageQ=188/pageA=189.,done,stale_gpt_review
KB2025-042-006,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0042 pageQ=188/pageA=189.,done,stale_gpt_review
KB2025-043-002,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0043 pageQ=190/pageA=191.,done,stale_gpt_review
KB2025-043-003,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0043 pageQ=190/pageA=191.,done,stale_gpt_review
KB2025-043-004,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0043 pageQ=190/pageA=191.,done,stale_gpt_review
KB2025-043-005,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0043 pageQ=190/pageA=191.,done,stale_gpt_review
KB2025-043-007,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0043 pageQ=190/pageA=191.,done,stale_gpt_review
KB2025-043-008,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0043 pageQ=190/pageA=191.,done,stale_gpt_review
KB2025-043-009,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0043 pageQ=190/pageA=191.,done,stale_gpt_review
KB2025-044-001,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0044 pageQ=192/pageA=193.,done,stale_gpt_review
KB2025-044-002,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0044 pageQ=192/pageA=193.,done,stale_gpt_review
KB2025-044-003,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0044 pageQ=192/pageA=193.,done,stale_gpt_review
KB2025-044-004,pending,危険類型: Q文逆推測補完 / OCR誤記 / 限定語欠落. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 限定語（必ず／直ちに／あらかじめ／原則として／ただし／一律に 等）の有無を確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0044 pageQ=192/pageA=193.,done,stale_gpt_review
KB2025-044-005,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0044 pageQ=192/pageA=193.,done,stale_gpt_review
KB2025-045-001,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0045 pageQ=194/pageA=195.,done,stale_gpt_review
KB2025-045-002,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0045 pageQ=194/pageA=195.,done,stale_gpt_review
KB2025-045-003,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文に「ただし」等の留保や追加文がないか確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0045 pageQ=194/pageA=195.,done,stale_gpt_review
KB2025-045-004,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0045 pageQ=194/pageA=195.,done,stale_gpt_review
KB2025-045-005,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0045 pageQ=194/pageA=195.,done,stale_gpt_review
KB2025-046-001,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0046 pageQ=196/pageA=197.,done,stale_gpt_review
KB2025-046-002,pending,危険類型: Q文逆推測補完 / OCR誤記 / 数値要件不一致. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 数値要件・多数決要件・期間（例: 過半数、3年、5年、日数）を確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0046 pageQ=196/pageA=197.,done,stale_gpt_review
KB2025-046-003,pending,危険類型: Q文逆推測補完 / OCR誤記 / 限定語欠落. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 限定語（必ず／直ちに／あらかじめ／原則として／ただし／一律に 等）の有無を確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0046 pageQ=196/pageA=197.,done,stale_gpt_review
KB2025-046-004,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0046 pageQ=196/pageA=197.,done,stale_gpt_review
KB2025-047-002,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0047 pageQ=198/pageA=199.,done,stale_gpt_review
KB2025-047-004,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0047 pageQ=198/pageA=199.,done,stale_gpt_review
KB2025-047-005,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=○ 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0047 pageQ=198/pageA=199.,done,stale_gpt_review
KB2025-047-006,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0047 pageQ=198/pageA=199.,done,stale_gpt_review
KB2025-048-001,pending,危険類型: Q文逆推測補完 / OCR誤記. 不整合: answer_symbol=× 自体は画像右欄確認ベースで維持。現状の主問題は Q/E の読取・転記不全で、Q文とE文はいずれもプレースホルダーまたはOCR要修正。問題文から自然に導ける正誤の最終判定は左欄原文の再転記後に再確認。 画像確認: 解答欄の○×表記は念のため再確認するが、主眼はQ/E文の再転記; 問題文左欄を原文どおりに再転記し、推測補完部分を除去; OCRで崩れた漢字・助詞・否定語・主語述語を原画像で確認; 問題文左欄・解説右欄を画像から直接転記し、要約文を置換. 参照: 0048 pageQ=200/pageA=201.,done,stale_gpt_review
